ppm, BSLE010, BSLE046
-607.9906,0.004,0.1767
-607.93,-0.0434,0.2496
-607.8693,-0.0703,0.3086
-607.8086,-0.0755,0.3438
-607.748,-0.0656,0.3508
-607.6873,-0.0498,0.3294
-607.6266,-0.0346,0.282
-607.566,-0.0214,0.2136
-607.5053,-0.0078,0.1344
-607.4447,0.0096,0.0598
-607.384,0.0316,0.0073
-607.3233,0.0545,-0.0102
-607.2627,0.0701,0.0083
-607.202,0.0686,0.0497
-607.1413,0.0436,0.0912
-607.0807,-0.0027,0.1098
-607.02,-0.0577,0.0922
-606.9594,-0.1026,0.0405
-606.8987,-0.1207,-0.031
-606.838,-0.1062,-0.1031
-606.7774,-0.0674,-0.1597
-606.7167,-0.0214,-0.1928
-606.656,0.0168,-0.2021
-606.5954,0.043,-0.1913
-606.5347,0.0654,-0.165
-606.4741,0.0956,-0.1268
-606.4134,0.1372,-0.0798
-606.3527,0.1795,-0.0271
-606.2921,0.2024,0.028
-606.2314,0.1899,0.0816
-606.1707,0.1424,0.1301
-606.1101,0.08,0.1693
-606.0494,0.0326,0.195
-605.9888,0.0238,0.204
-605.9281,0.0595,0.1959
-605.8674,0.1266,0.175
-605.8068,0.2027,0.1491
-605.7461,0.2681,0.1258
-605.6854,0.3118,0.1083
-605.6248,0.3295,0.0924
-605.5641,0.319,0.0701
-605.5035,0.2785,0.0357
-605.4428,0.2118,-0.0082
-605.3821,0.133,-0.0488
-605.3215,0.0663,-0.0687
-605.2608,0.0348,-0.0563
-605.2001,0.0457,-0.0134
-605.1395,0.0819,0.0427
-605.0788,0.1091,0.0875
-605.0182,0.0954,0.1003
-604.9575,0.0328,0.0749
-604.8968,-0.0563,0.0216
-604.8362,-0.1308,-0.039
-604.7755,-0.1548,-0.0864
-604.7148,-0.1182,-0.109
-604.6542,-0.0394,-0.1073
-604.5935,0.0493,-0.0904
-604.5329,0.1224,-0.0684
-604.4722,0.1734,-0.0476
-604.4115,0.2102,-0.0288
-604.3509,0.2407,-0.0089
-604.2902,0.2626,0.0142
-604.2295,0.2652,0.0394
-604.1689,0.2435,0.0631
-604.1082,0.2105,0.0818
-604.0476,0.1965,0.0959
-603.9869,0.2322,0.1118
-603.9262,0.3267,0.1401
-603.8656,0.4567,0.1904
-603.8049,0.5762,0.2645
-603.7442,0.6412,0.3514
-603.6836,0.634,0.4277
-603.6229,0.5711,0.4647
-603.5623,0.4904,0.4404
-603.5016,0.4282,0.3501
-603.4409,0.4004,0.2121
-603.3803,0.4003,0.0626
-603.3196,0.4097,-0.0578
-603.2589,0.4144,-0.1203
-603.1983,0.4116,-0.1191
-603.1376,0.4068,-0.0724
-603.077,0.4057,-0.0126
-603.0163,0.4091,0.0289
-602.9556,0.4152,0.035
-602.895,0.4239,0.0084
-602.8343,0.4387,-0.0321
-602.7736,0.4612,-0.063
-602.713,0.4832,-0.067
-602.6523,0.4856,-0.0417
-602.5917,0.4464,0.0008
-602.531,0.3558,0.0393
-602.4703,0.2272,0.0535
-602.4097,0.0949,0.0324
-602.349,-0.0015,-0.0204
-602.2883,-0.0364,-0.0892
-602.2277,-0.0099,-0.1532
-602.167,0.0567,-0.1961
-602.1064,0.1354,-0.2129
-602.0457,0.2067,-0.2113
-601.985,0.2651,-0.2053
-601.9244,0.3125,-0.2065
-601.8637,0.3486,-0.2171
-601.803,0.3653,-0.2296
-601.7424,0.3518,-0.2325
-601.6817,0.3042,-0.2197
-601.6211,0.2321,-0.1955
-601.5604,0.1558,-0.1726
-601.4997,0.0962,-0.165
-601.4391,0.0635,-0.179
-601.3784,0.0541,-0.2093
-601.3177,0.0551,-0.2425
-601.2571,0.0539,-0.2662
-601.1964,0.0447,-0.2764
-601.1358,0.0287,-0.2798
-601.0751,0.0102,-0.2895
-601.0144,-0.0071,-0.3161
-600.9538,-0.0208,-0.3609
-600.8931,-0.0268,-0.4146
-600.8324,-0.0188,-0.4604
-600.7718,0.0094,-0.4817
-600.7111,0.0591,-0.4676
-600.6505,0.1232,-0.4172
-600.5898,0.1893,-0.3396
-600.5291,0.2453,-0.2523
-600.4685,0.2858,-0.1765
-600.4078,0.3129,-0.1309
-600.3471,0.3318,-0.1252
-600.2865,0.3448,-0.1557
-600.2258,0.3503,-0.2053
-600.1652,0.3456,-0.2498
-600.1045,0.3336,-0.2681
-600.0438,0.3242,-0.25
-599.9832,0.3294,-0.1996
-599.9225,0.3546,-0.1303
-599.8618,0.3924,-0.0568
-599.8012,0.4253,0.0121
-599.7405,0.4365,0.0748
-599.6799,0.4213,0.1329
-599.6192,0.3918,0.1858
-599.5585,0.3703,0.2276
-599.4979,0.3758,0.2509
-599.4372,0.4127,0.2521
-599.3765,0.468,0.2354
-599.3159,0.5191,0.2115
-599.2552,0.5453,0.1913
-599.1946,0.5366,0.1798
-599.1339,0.4958,0.1744
-599.0732,0.4343,0.1681
-599.0126,0.3668,0.1564
-598.9519,0.307,0.1411
-598.8912,0.2649,0.1292
-598.8306,0.2443,0.1281
-598.7699,0.2403,0.1394
-598.7093,0.2392,0.1571
-598.6486,0.2231,0.1715
-598.5879,0.1795,0.1741
-598.5273,0.11,0.1622
-598.4666,0.033,0.1393
-598.4059,-0.0244,0.1124
-598.3453,-0.0401,0.0888
-598.2846,-0.0093,0.0742
-598.224,0.0545,0.0724
-598.1633,0.1293,0.0859
-598.1026,0.1981,0.114
-598.042,0.2572,0.151
-597.9813,0.3125,0.186
-597.9206,0.368,0.2056
-597.86,0.416,0.1994
-597.7993,0.4377,0.1656
-597.7387,0.4155,0.1133
-597.678,0.348,0.0593
-597.6173,0.2569,0.0211
-597.5567,0.1789,0.0109
-597.496,0.1482,0.0313
-597.4353,0.1794,0.076
-597.3747,0.2611,0.1329
-597.314,0.3639,0.1873
-597.2534,0.4561,0.226
-597.1927,0.5167,0.2393
-597.132,0.5408,0.2243
-597.0714,0.5349,0.185
-597.0107,0.511,0.1313
-596.95,0.481,0.0734
-596.8894,0.4546,0.0163
-596.8287,0.4389,-0.0437
-596.7681,0.4357,-0.1161
-596.7074,0.4396,-0.2083
-596.6467,0.4384,-0.3164
-596.5861,0.419,-0.4229
-596.5254,0.3761,-0.5018
-596.4647,0.3177,-0.5315
-596.4041,0.2627,-0.5059
-596.3434,0.2306,-0.4375
-596.2828,0.2289,-0.35
-596.2221,0.2478,-0.2655
-596.1614,0.2662,-0.1938
-596.1008,0.2643,-0.1316
-596.0401,0.236,-0.0703
-595.9794,0.1908,-0.0062
-595.9188,0.1466,0.0538
-595.8581,0.1164,0.0954
-595.7975,0.1019,0.1062
-595.7368,0.0952,0.0833
-595.6761,0.088,0.035
-595.6155,0.0799,-0.0256
-595.5548,0.0791,-0.0882
-595.4942,0.0952,-0.1499
-595.4335,0.1295,-0.2118
-595.3728,0.1711,-0.2731
-595.3122,0.2005,-0.3258
-595.2515,0.2007,-0.3562
-595.1908,0.1663,-0.3523
-595.1302,0.1057,-0.3112
-595.0695,0.0369,-0.2425
-595.0089,-0.0216,-0.1647
-594.9482,-0.0583,-0.0973
-594.8875,-0.0711,-0.0525
-594.8269,-0.0663,-0.0325
-594.7662,-0.0547,-0.0311
-594.7055,-0.0472,-0.0393
-594.6449,-0.0501,-0.0489
-594.5842,-0.0618,-0.055
-594.5236,-0.0713,-0.0555
-594.4629,-0.0618,-0.0496
-594.4022,-0.0179,-0.0373
-594.3416,0.065,-0.0192
-594.2809,0.1747,0.0027
-594.2202,0.2859,0.025
-594.1596,0.3709,0.0423
-594.0989,0.4123,0.0474
-594.0383,0.4101,0.0328
-593.9776,0.3783,-0.0067
-593.9169,0.3332,-0.0711
-593.8563,0.2824,-0.1532
-593.7956,0.2214,-0.2392
-593.7349,0.141,-0.3135
-593.6743,0.0383,-0.3645
-593.6136,-0.0756,-0.389
-593.553,-0.1788,-0.3918
-593.4923,-0.2499,-0.3807
-593.4316,-0.2796,-0.3608
-593.371,-0.2746,-0.3323
-593.3103,-0.2508,-0.2928
-593.2496,-0.2217,-0.2429
-593.189,-0.1896,-0.1901
-593.1283,-0.1472,-0.1462
-593.0677,-0.0869,-0.1211
-593.007,-0.0114,-0.1156
-592.9463,0.0634,-0.1206
-592.8857,0.1152,-0.1222
-592.825,0.1278,-0.1115
-592.7643,0.1017,-0.0899
-592.7037,0.0545,-0.0671
-592.643,0.0123,-0.053
-592.5824,-0.0036,-0.0494
-592.5217,0.0135,-0.049
-592.461,0.0541,-0.0418
-592.4004,0.0986,-0.0252
-592.3397,0.1273,-0.0085
-592.279,0.1275,-0.0084
-592.2184,0.0966,-0.0371
-592.1577,0.0396,-0.0928
-592.0971,-0.0348,-0.1586
-592.0364,-0.1169,-0.2118
-591.9757,-0.1975,-0.238
-591.9151,-0.2675,-0.2385
-591.8544,-0.3176,-0.2272
-591.7937,-0.3398,-0.2182
-591.7331,-0.3303,-0.2144
-591.6724,-0.2923,-0.2044
-591.6118,-0.2375,-0.1703
-591.5511,-0.1832,-0.1021
-591.4904,-0.1468,-0.0062
-591.4298,-0.1391,0.0951
-591.3691,-0.1584,0.1749
-591.3084,-0.1905,0.2144
-591.2478,-0.2136,0.2105
-591.1871,-0.2069,0.1743
-591.1265,-0.1589,0.123
-591.0658,-0.072,0.0712
-591.0051,0.0393,0.0267
-590.9445,0.1538,-0.0085
-590.8838,0.2501,-0.0356
-590.8231,0.3116,-0.0562
-590.7625,0.3297,-0.0714
-590.7018,0.3044,-0.0814
-590.6412,0.2443,-0.0843
-590.5805,0.1662,-0.0752
-590.5198,0.092,-0.0479
-590.4592,0.0425,0.0015
-590.3985,0.0308,0.0698
-590.3378,0.0567,0.1448
-590.2772,0.1069,0.2092
-590.2165,0.1608,0.2486
-590.1559,0.1998,0.2586
-590.0952,0.2144,0.2461
-590.0345,0.205,0.2239
-589.9739,0.178,0.2013
-589.9132,0.1392,0.1792
-589.8525,0.0898,0.1523
-589.7919,0.0278,0.1174
-589.7312,-0.0469,0.0802
-589.6706,-0.1281,0.055
-589.6099,-0.2026,0.0552
-589.5492,-0.2554,0.0821
-589.4886,-0.276,0.119
-589.4279,-0.2629,0.1379
-589.3672,-0.2235,0.1148
-589.3066,-0.1708,0.044
-589.2459,-0.1173,-0.0576
-589.1853,-0.0717,-0.159
-589.1246,-0.0372,-0.2327
-589.0639,-0.0132,-0.2681
-589.0033,0.0036,-0.2753
-588.9426,0.016,-0.2758
-588.8819,0.0251,-0.2888
-588.8213,0.0286,-0.3205
-588.7606,0.0218,-0.3631
-588.7,0,-0.4014
-588.6393,-0.0374,-0.422
-588.5786,-0.0841,-0.4186
-588.518,-0.1281,-0.3925
-588.4573,-0.1561,-0.3493
-588.3966,-0.1616,-0.2951
-588.336,-0.1496,-0.2354
-588.2753,-0.135,-0.1738
-588.2147,-0.1354,-0.1121
-588.154,-0.1619,-0.0487
-588.0933,-0.2123,0.0211
-588.0327,-0.2727,0.1023
-587.972,-0.3246,0.1947
-587.9113,-0.3538,0.2883
-587.8507,-0.3563,0.3644
-587.79,-0.3374,0.4017
-587.7294,-0.3066,0.3868
-587.6687,-0.2725,0.3218
-587.608,-0.2394,0.2246
-587.5474,-0.2085,0.1211
-587.4867,-0.1794,0.0334
-587.426,-0.152,-0.0281
-587.3654,-0.1274,-0.0666
-587.3047,-0.1073,-0.0921
-587.2441,-0.0938,-0.1138
-587.1834,-0.0897,-0.1348
-587.1227,-0.0962,-0.1535
-587.0621,-0.1109,-0.1673
-587.0014,-0.1258,-0.1767
-586.9407,-0.1282,-0.1854
-586.8801,-0.1062,-0.1959
-586.8194,-0.0564,-0.2067
-586.7588,0.0119,-0.2117
-586.6981,0.0789,-0.2049
-586.6374,0.1242,-0.1864
-586.5768,0.1381,-0.1659
-586.5161,0.1282,-0.1601
-586.4554,0.1158,-0.1842
-586.3948,0.124,-0.2439
-586.3341,0.1645,-0.3311
-586.2735,0.2314,-0.4266
-586.2128,0.3054,-0.5096
-586.1521,0.3641,-0.5665
-586.0915,0.3927,-0.5965
-586.0308,0.3887,-0.6084
-585.9701,0.358,-0.6138
-585.9095,0.3092,-0.6183
-585.8488,0.2495,-0.6184
-585.7882,0.1856,-0.6045
-585.7275,0.1266,-0.5686
-585.6668,0.0853,-0.5114
-585.6062,0.0744,-0.4438
-585.5455,0.0999,-0.382
-585.4848,0.1563,-0.3393
-585.4242,0.2269,-0.3183
-585.3635,0.29,-0.3105
-585.3029,0.3273,-0.3015
-585.2422,0.3297,-0.2799
-585.1815,0.2987,-0.2449
-585.1209,0.2431,-0.2067
-585.0602,0.175,-0.1813
-584.9995,0.1058,-0.1823
-584.9389,0.0441,-0.2139
-584.8782,-0.0058,-0.2694
-584.8176,-0.0451,-0.3346
-584.7569,-0.0793,-0.394
-584.6962,-0.1155,-0.4362
-584.6356,-0.1569,-0.4577
-584.5749,-0.2,-0.4628
-584.5142,-0.2351,-0.4616
-584.4536,-0.252,-0.4652
-584.3929,-0.2472,-0.4812
-584.3323,-0.2269,-0.5089
-584.2716,-0.2033,-0.5376
-584.2109,-0.1861,-0.5501
-584.1503,-0.1744,-0.5307
-584.0896,-0.1563,-0.4741
-584.0289,-0.1158,-0.3903
-583.9683,-0.0444,-0.3012
-583.9076,0.0528,-0.23
-583.847,0.1581,-0.189
-583.7863,0.2509,-0.1738
-583.7256,0.3174,-0.1668
-583.665,0.3546,-0.1495
-583.6043,0.3679,-0.115
-583.5436,0.3641,-0.0718
-583.483,0.3482,-0.037
-583.4223,0.3237,-0.0237
-583.3617,0.2968,-0.0307
-583.301,0.2781,-0.0431
-583.2403,0.2781,-0.0412
-583.1797,0.3001,-0.0133
-583.119,0.3352,0.0391
-583.0583,0.3651,0.1049
-582.9977,0.3706,0.1737
-582.937,0.3425,0.2429
-582.8764,0.2853,0.3166
-582.8157,0.2132,0.396
-582.755,0.1414,0.4706
-582.6944,0.0782,0.5183
-582.6337,0.0249,0.5156
-582.573,-0.0199,0.4521
-582.5124,-0.0552,0.339
-582.4517,-0.0773,0.2048
-582.3911,-0.0838,0.0803
-582.3304,-0.0778,-0.0161
-582.2697,-0.0664,-0.0842
-582.2091,-0.0553,-0.1343
-582.1484,-0.043,-0.1734
-582.0877,-0.0202,-0.1965
-582.0271,0.0215,-0.189
-581.9664,0.0802,-0.1399
-581.9058,0.1393,-0.054
-581.8451,0.1745,0.045
-581.7844,0.1682,0.1256
-581.7238,0.1209,0.1649
-581.6631,0.0525,0.1598
-581.6025,-0.0099,0.1265
-581.5418,-0.0484,0.0874
-581.4811,-0.0638,0.0572
-581.4205,-0.072,0.0361
-581.3598,-0.0894,0.0147
-581.2991,-0.1206,-0.0142
-581.2385,-0.1547,-0.0472
-581.1778,-0.1749,-0.0708
-581.1172,-0.1722,-0.071
-581.0565,-0.1519,-0.043
-580.9958,-0.1299,0.004
-580.9352,-0.1205,0.0525
-580.8745,-0.1263,0.0867
-580.8138,-0.1381,0.101
-580.7532,-0.1438,0.1008
-580.6925,-0.1392,0.0964
-580.6319,-0.1318,0.095
-580.5712,-0.1338,0.0965
-580.5105,-0.1521,0.0953
-580.4499,-0.1805,0.0847
-580.3892,-0.2035,0.0624
-580.3285,-0.2058,0.0311
-580.2679,-0.1831,-0.0028
-580.2072,-0.1439,-0.0324
-580.1466,-0.1036,-0.0518
-580.0859,-0.0744,-0.0573
-580.0252,-0.0599,-0.0478
-579.9646,-0.0559,-0.0258
-579.9039,-0.0567,0.0012
-579.8432,-0.0601,0.0219
-579.7826,-0.0678,0.0249
-579.7219,-0.0812,0.0035
-579.6613,-0.0976,-0.0417
-579.6006,-0.1098,-0.1021
-579.5399,-0.1102,-0.1658
-579.4793,-0.0956,-0.2222
-579.4186,-0.0682,-0.2649
-579.3579,-0.0333,-0.2912
-579.2973,0.0041,-0.3004
-579.2366,0.0407,-0.292
-579.176,0.0744,-0.2662
-579.1153,0.1007,-0.226
-579.0546,0.1135,-0.1776
-578.994,0.1073,-0.1296
-578.9333,0.0816,-0.0902
-578.8726,0.0421,-0.0641
-578.812,-0.0022,-0.0522
-578.7513,-0.0434,-0.054
-578.6907,-0.0777,-0.0686
-578.63,-0.1046,-0.095
-578.5693,-0.1234,-0.1295
-578.5087,-0.1315,-0.1639
-578.448,-0.1278,-0.1869
-578.3873,-0.1168,-0.1897
-578.3267,-0.1114,-0.1718
-578.266,-0.1268,-0.1437
-578.2054,-0.1702,-0.1225
-578.1447,-0.2315,-0.1225
-578.084,-0.2839,-0.146
-578.0234,-0.2965,-0.1818
-577.9627,-0.2531,-0.2117
-577.902,-0.1633,-0.2219
-577.8414,-0.0597,-0.2119
-577.7807,0.0199,-0.1945
-577.7201,0.0533,-0.1875
-577.6594,0.0449,-0.2011
-577.5987,0.019,-0.2317
-577.5381,0.0019,-0.263
-577.4774,0.0042,-0.2763
-577.4167,0.015,-0.2613
-577.3561,0.012,-0.2211
-577.2954,-0.0215,-0.1694
-577.2348,-0.0843,-0.1229
-577.1741,-0.1563,-0.0928
-577.1134,-0.2107,-0.0823
-577.0528,-0.2275,-0.0884
-576.9921,-0.2027,-0.1073
-576.9314,-0.1471,-0.1371
-576.8708,-0.0781,-0.1773
-576.8101,-0.0115,-0.2265
-576.7495,0.0439,-0.28
-576.6888,0.0875,-0.3291
-576.6281,0.1248,-0.3651
-576.5675,0.1647,-0.3816
-576.5068,0.2159,-0.3778
-576.4461,0.2825,-0.3575
-576.3855,0.3594,-0.3275
-576.3248,0.4331,-0.2942
-576.2642,0.4869,-0.2614
-576.2035,0.5111,-0.2293
-576.1428,0.5108,-0.1945
-576.0822,0.5049,-0.1532
-576.0215,0.5154,-0.1037
-575.9608,0.5517,-0.0498
-575.9002,0.6014,-0.0012
-575.8395,0.635,0.0287
-575.7789,0.6226,0.0294
-575.7182,0.554,-0.0012
-575.6575,0.4473,-0.0535
-575.5969,0.3411,-0.1084
-575.5362,0.2732,-0.1447
-575.4755,0.2604,-0.1482
-575.4149,0.2905,-0.1178
-575.3542,0.3315,-0.0655
-575.2936,0.3513,-0.0111
-575.2329,0.3342,0.0261
-575.1722,0.2864,0.0337
-575.1116,0.2276,0.0092
-575.0509,0.178,-0.0408
-574.9902,0.1483,-0.1034
-574.9296,0.1393,-0.1635
-574.8689,0.147,-0.2066
-574.8083,0.1689,-0.2225
-574.7476,0.2052,-0.2084
-574.6869,0.2556,-0.1704
-574.6263,0.3144,-0.1223
-574.5656,0.3702,-0.08
-574.5049,0.4094,-0.0558
-574.4443,0.4229,-0.0528
-574.3836,0.4106,-0.0643
-574.323,0.3822,-0.0789
-574.2623,0.3532,-0.0874
-574.2016,0.3382,-0.088
-574.141,0.3456,-0.0872
-574.0803,0.3739,-0.0951
-574.0196,0.4116,-0.1193
-573.959,0.4412,-0.1603
-573.8983,0.446,-0.2116
-573.8377,0.4172,-0.2636
-573.777,0.359,-0.3083
-573.7163,0.2865,-0.3425
-573.6557,0.2186,-0.3679
-573.595,0.1682,-0.3882
-573.5343,0.1358,-0.4065
-573.4737,0.1113,-0.4235
-573.413,0.0823,-0.4375
-573.3524,0.0433,-0.4451
-573.2917,-0.0006,-0.4425
-573.231,-0.0386,-0.4267
-573.1704,-0.0642,-0.3971
-573.1097,-0.0818,-0.3566
-573.049,-0.1045,-0.3115
-572.9884,-0.1445,-0.2708
-572.9277,-0.2018,-0.2432
-572.8671,-0.2617,-0.2334
-572.8064,-0.3028,-0.2407
-572.7457,-0.3103,-0.2582
-572.6851,-0.2863,-0.2759
-572.6244,-0.2484,-0.2838
-572.5637,-0.2173,-0.2755
-572.5031,-0.2034,-0.25
-572.4424,-0.2002,-0.2117
-572.3818,-0.1904,-0.1698
-572.3211,-0.1592,-0.1357
-572.2604,-0.1053,-0.1199
-572.1998,-0.0423,-0.1289
-572.1391,0.0104,-0.1626
-572.0784,0.0402,-0.2141
-572.0178,0.048,-0.2727
-571.9571,0.0455,-0.3275
-571.8965,0.0463,-0.3711
-571.8358,0.0572,-0.4
-571.7751,0.0762,-0.4118
-571.7145,0.097,-0.4028
-571.6538,0.1149,-0.3672
-571.5931,0.1298,-0.3018
-571.5325,0.1442,-0.2116
-571.4718,0.1586,-0.1139
-571.4112,0.1692,-0.0343
-571.3505,0.1692,0.0036
-571.2898,0.153,-0.0089
-571.2292,0.1182,-0.0601
-571.1685,0.0662,-0.1218
-571.1078,-0.0002,-0.1638
-571.0472,-0.0777,-0.1693
-570.9865,-0.1615,-0.1422
-570.9259,-0.2426,-0.1025
-570.8652,-0.3079,-0.0723
-570.8045,-0.3435,-0.0621
-570.7439,-0.3411,-0.0661
-570.6832,-0.3029,-0.0681
-570.6225,-0.241,-0.054
-570.5619,-0.1722,-0.0213
-570.5012,-0.1109,0.0212
-570.4406,-0.0643,0.0613
-570.3799,-0.0325,0.0932
-570.3192,-0.0117,0.1214
-570.2586,0.0029,0.1559
-570.1979,0.017,0.2028
-570.1372,0.0372,0.2576
-570.0766,0.0708,0.3065
-570.0159,0.1213,0.3338
-569.9553,0.1841,0.3316
-569.8946,0.245,0.304
-569.8339,0.2863,0.2635
-569.7733,0.2968,0.2238
-569.7126,0.2805,0.1935
-569.6519,0.2559,0.1747
-569.5913,0.2473,0.1644
-569.5306,0.2704,0.1576
-569.47,0.3231,0.1473
-569.4093,0.3875,0.1235
-569.3486,0.4404,0.0744
-569.288,0.4661,-0.0086
-569.2273,0.4626,-0.1221
-569.1666,0.4379,-0.2464
-569.106,0.4011,-0.3489
-569.0453,0.355,-0.3967
-568.9847,0.2974,-0.3717
-568.924,0.227,-0.2798
-568.8633,0.15,-0.1483
-568.8027,0.0794,-0.0122
-568.742,0.0279,0.1008
-568.6813,-0.0011,0.1792
-568.6207,-0.0162,0.2252
-568.56,-0.0327,0.2455
-568.4994,-0.062,0.2427
-568.4387,-0.1042,0.2151
-568.378,-0.1484,0.1629
-568.3174,-0.1812,0.0951
-568.2567,-0.1952,0.0302
-568.196,-0.1926,-0.0113
-568.1354,-0.1816,-0.0178
-568.0747,-0.1687,0.0072
-568.0141,-0.1546,0.0485
-567.9534,-0.1369,0.0891
-567.8927,-0.1152,0.1206
-567.8321,-0.0957,0.1454
-567.7714,-0.0886,0.171
-567.7107,-0.1007,0.2009
-567.6501,-0.1287,0.2303
-567.5894,-0.1588,0.2502
-567.5288,-0.1736,0.2563
-567.4681,-0.162,0.255
-567.4074,-0.1237,0.2611
-567.3468,-0.0677,0.2872
-567.2861,-0.0043,0.3333
-567.2255,0.0602,0.3843
-567.1648,0.1232,0.4187
-567.1041,0.181,0.4216
-567.0435,0.224,0.3953
-566.9828,0.2388,0.3571
-566.9221,0.2162,0.327
-566.8615,0.1608,0.314
-566.8008,0.0927,0.3097
-566.7402,0.0393,0.2936
-566.6795,0.0203,0.2475
-566.6188,0.0364,0.1684
-566.5582,0.0694,0.0714
-566.4975,0.0948,-0.0181
-566.4368,0.0975,-0.0774
-566.3762,0.0822,-0.0967
-566.3155,0.0698,-0.081
-566.2549,0.083,-0.0452
-566.1942,0.1313,-0.0051
-566.1335,0.2043,0.0274
-566.0729,0.2774,0.0455
-566.0122,0.3261,0.0473
-565.9515,0.3384,0.0346
-565.8909,0.3188,0.014
-565.8302,0.2826,-0.0038
-565.7696,0.2456,-0.0071
-565.7089,0.2163,0.0103
-565.6482,0.1951,0.0444
-565.5876,0.1776,0.0801
-565.5269,0.1608,0.0985
-565.4662,0.1445,0.0859
-565.4056,0.1297,0.0417
-565.3449,0.116,-0.0226
-565.2843,0.0997,-0.0902
-565.2236,0.0754,-0.1486
-565.1629,0.0396,-0.1951
-565.1023,-0.0076,-0.2345
-565.0416,-0.0623,-0.2728
-564.9809,-0.1186,-0.3101
-564.9203,-0.1718,-0.3407
-564.8596,-0.2191,-0.3572
-564.799,-0.2601,-0.3573
-564.7383,-0.2951,-0.3457
-564.6776,-0.3245,-0.3303
-564.617,-0.3477,-0.3154
-564.5563,-0.3625,-0.2972
-564.4956,-0.3651,-0.2652
-564.435,-0.3517,-0.2104
-564.3743,-0.3204,-0.1339
-564.3137,-0.2747,-0.0494
-564.253,-0.2252,0.0211
-564.1923,-0.1871,0.0579
-564.1317,-0.1747,0.0532
-564.071,-0.1941,0.0141
-564.0103,-0.2385,-0.0417
-563.9497,-0.2913,-0.0951
-563.889,-0.3339,-0.1339
-563.8284,-0.3555,-0.1551
-563.7677,-0.3588,-0.1634
-563.707,-0.3568,-0.1656
-563.6464,-0.3631,-0.1672
-563.5857,-0.3827,-0.1706
-563.525,-0.4078,-0.1757
-563.4644,-0.4234,-0.1809
-563.4037,-0.4179,-0.1831
-563.3431,-0.3919,-0.1775
-563.2824,-0.3587,-0.1588
-563.2217,-0.3368,-0.1239
-563.1611,-0.338,-0.0744
-563.1004,-0.3609,-0.0189
-563.0397,-0.3923,0.0295
-562.9791,-0.4164,0.0581
-562.9184,-0.4239,0.0604
-562.8578,-0.4152,0.0398
-562.7971,-0.3959,0.0082
-562.7364,-0.3694,-0.0187
-562.6758,-0.3321,-0.0284
-562.6151,-0.2772,-0.0159
-562.5544,-0.2033,0.015
-562.4938,-0.1214,0.0544
-562.4331,-0.0527,0.0909
-562.3725,-0.018,0.1162
-562.3118,-0.0226,0.1267
-562.2511,-0.0499,0.1238
-562.1905,-0.0672,0.1119
-562.1298,-0.0434,0.0965
-562.0691,0.0327,0.0828
-562.0085,0.1433,0.0745
-561.9478,0.2493,0.0734
-561.8872,0.3096,0.0788
-561.8265,0.3025,0.0871
-561.7658,0.2356,0.0927
-561.7052,0.1405,0.0893
-561.6445,0.057,0.0718
-561.5838,0.0137,0.0395
-561.5232,0.0186,-0.0042
-561.4625,0.0589,-0.0519
-561.4019,0.1109,-0.096
-561.3412,0.1511,-0.1318
-561.2805,0.1646,-0.1596
-561.2199,0.1466,-0.1837
-561.1592,0.1017,-0.2087
-561.0985,0.0399,-0.2356
-561.0379,-0.0268,-0.2598
-560.9772,-0.0877,-0.2736
-560.9166,-0.1364,-0.271
-560.8559,-0.1721,-0.2528
-560.7952,-0.1985,-0.2279
-560.7346,-0.2208,-0.209
-560.6739,-0.242,-0.2057
-560.6132,-0.2621,-0.2178
-560.5526,-0.2797,-0.2346
-560.4919,-0.2967,-0.2409
-560.4313,-0.3192,-0.2262
-560.3706,-0.3548,-0.1909
-560.3099,-0.406,-0.1462
-560.2493,-0.4644,-0.1069
-560.1886,-0.5117,-0.0815
-560.1279,-0.528,-0.0666
-560.0673,-0.5035,-0.0494
-560.0066,-0.4455,-0.0172
-559.946,-0.3756,0.034
-559.8853,-0.3172,0.0951
-559.8246,-0.2824,0.1497
-559.764,-0.2657,0.1841
-559.7033,-0.2498,0.1949
-559.6426,-0.2195,0.1893
-559.582,-0.1737,0.1773
-559.5213,-0.1264,0.1616
-559.4607,-0.0973,0.1338
-559.4,-0.0971,0.0803
-559.3393,-0.1203,-0.0055
-559.2787,-0.1489,-0.1134
-559.218,-0.1655,-0.2163
-559.1573,-0.166,-0.2814
-559.0967,-0.1613,-0.2875
-559.036,-0.168,-0.2368
-558.9754,-0.194,-0.1546
-558.9147,-0.2299,-0.0764
-558.854,-0.2541,-0.0302
-558.7934,-0.2455,-0.025
-558.7327,-0.1985,-0.0504
-558.672,-0.1258,-0.087
-558.6114,-0.051,-0.1189
-558.5507,0.0068,-0.141
-558.4901,0.0425,-0.1575
-558.4294,0.0641,-0.174
-558.3687,0.082,-0.1912
-558.3081,0.0987,-0.2041
-558.2474,0.1053,-0.2057
-558.1867,0.0895,-0.1935
-558.1261,0.0473,-0.1714
-558.0654,-0.0098,-0.1467
-558.0048,-0.0588,-0.1246
-557.9441,-0.078,-0.1046
-557.8834,-0.0597,-0.0818
-557.8228,-0.0146,-0.0513
-557.7621,0.0351,-0.013
-557.7014,0.0695,0.0275
-557.6408,0.0809,0.062
-557.5801,0.0748,0.0845
-557.5195,0.0621,0.0937
-557.4588,0.0498,0.0927
